Code géographique,Médiane du niveau vie (€)
52286,s
52287,s
52288,19900
52289,19390
52290,19640
52291,s
52292,22390
52294,21140
52295,20980
52297,26570
52298,s
52300,21880
52301,s
52302,18380
52303,22940
52304,s
52305,21760
52306,20380
52307,23900
52308,20160
52310,s
52311,21500
52312,s
52313,24810
52315,26600
52316,s
52318,18540
52319,s
52320,s
52321,19600
52322,22170
52325,21710
52326,s
52327,22050
52328,s
52330,s
52331,20860
52332,22100
52335,19640
52336,20300
52337,s
52341,22880
52342,s
52344,s
52346,19370
52347,23160
52348,22040
52349,26730
52350,s
52352,s
52353,20780
52354,s
52355,24010
52356,21780
52357,19860
52358,17980
52359,19000
52360,26170
52362,22590
52363,24930
52364,28830
52365,23450
52366,s
52367,s
52369,s
52370,19020
52371,21200
52372,s
52373,s
52374,22910
52375,s
52376,s
52377,19870
52378,s
52380,25110
52383,25910
52384,24190
52385,s
52386,20360
52388,20110
52390,s
52391,22030
52392,20480
52393,s
52394,20510
52395,s
52396,21910
52397,s
52398,20740
52399,20740
52400,20180
52401,21180
52403,s
52405,21630
52406,20620
52407,21060
52411,21870
52413,s
52414,19870
52415,20590
52416,s
52419,21120
52420,18910
52421,23890
52422,22650
52423,20310
52424,s
52425,22890
52426,24060
52428,s
52429,22300
52431,21120
52432,22110
52433,s
52436,s
52437,s
52438,19500
52439,s
52440,20390
52442,22480
52443,s
52444,21030
52445,s
52446,24100
52447,25530
52448,18720
52449,24630
52450,21000
52452,25390
52453,27480
52455,22390
52456,21660
52457,23540
52459,s
52461,21570
52463,s
52464,s
52465,20670
52467,s
52468,21270
52469,25840
52470,21200
52472,23120
52473,s
52474,s
52475,s
52476,s
52479,20820
52480,23430
52482,s
52483,s
52484,21800
52486,s
52487,s
52488,24240
52489,s
52490,19470
52491,s
52492,23180
52493,s
52494,26250
52495,s
52497,21050
52499,s
52500,22420
52502,s
52503,s
52504,21560
52505,s
52506,s
52507,s
52510,21770
52511,s
52512,18760
52513,s
52514,24390
52515,26770
52516,s
52517,23250
52518,23360
52519,s
52520,20880
52522,24280
52523,s
52524,20160
52525,s
52526,s
52528,21060
52529,23390
52534,22020
52535,23890
52536,s
52538,24450
52539,s
52540,s
52541,22730
52542,s
52543,21910
52544,19780
52545,s
52546,s
52547,24930
52548,s
52549,s
52550,20040
53001,23320
53002,21590
53003,21760
53005,22150
53007,23290
53008,23100
53009,23670
53010,22190
53011,22810
53012,23410
53013,21110
53015,22560
53016,20500
53017,20910
53018,21590
53019,20840
53021,24470
53022,22170
53023,23270
53025,22450
53026,22640
53027,23010
53028,23530
53029,20950
53030,24270
53031,21830
53033,23050
53034,24860
53035,21460
53036,20750
53037,22350
53038,23530
53039,21690
53040,21510
53041,21650
53042,20690
53043,22130
53045,23230
53046,22420
53047,19510
53048,22160
53049,22920
53051,19780
53052,22780
53053,20770
53054,25760
53055,21200
53056,23840
53057,19660
53058,22780
53059,22060
53061,21130
53062,22410
53063,21670
53064,21290
53066,22270
53067,21380
53068,21070
53069,19770
53071,20350
53072,23010
53073,19800
53074,23540
53075,22180
53076,21260
53077,22070
53078,21630
53079,18640
53080,17670
53082,21350
53083,21190
53084,21610
53085,23510
53086,21200
53087,23730
53088,21590
53089,23150
53090,22030
53091,20410
53093,18620
53094,23560
53096,21500
53097,21550
53098,20870
53099,24520
53100,20450
53101,21830
53102,21440
53103,22770
53104,22930
53105,22810
53106,20590
53107,20210
53108,21610
53109,22110
53110,20150
53111,22340
53112,20700
53113,21300
53114,20150
53115,21540
53116,22010
53117,22250
53118,20250
53119,24820
53120,21310
53121,21680
53122,21800
53123,21040
53124,21910
53125,20680
53126,20860
53127,21930
53128,21180
53129,22420
53130,21660
53131,21420
53132,21170
53133,19630
53134,21970
53135,22060
53136,23630
53137,23250
53139,20890
53140,23940
53141,23130
53142,21590
53143,23890
53144,22190
53145,21990
53146,23650
53147,22450
53148,21270
53150,23140
53151,21110
53152,20900
53153,21820
53154,20750
53155,22790
53156,24530
53157,24690
53158,22110
53160,20090
53161,21830
53162,24190
53163,21240
53164,19580
53165,23930
53168,22170
53169,22860
53170,22230
53172,23940
53173,18770
53174,23620
53175,24630
53176,20420
53177,22110
53178,24420
53179,21970
53180,21810
53181,21040
53182,21600
53184,24050
53185,20620
53186,21630
53187,21820
53188,20180
53189,21350
53190,20690
53191,19460
53192,20430
53193,22010
53195,23880
53196,20920
53197,19820
53198,19650
53199,18940
53200,24380
53201,23730
53202,19360
53203,21870
53204,20470
53206,23090
53208,21470
53209,22330
53210,21580
53211,21230
53212,25310
53213,18970
53214,20220
53216,23350
53218,21960
53219,23530
53220,21660
53221,20810
53222,22090
53223,20200
53224,23410
53225,21190
53226,22160
53228,21240
53229,24470
53230,20970
53232,21920
53233,20970
53234,22090
53235,19810
53236,20180
53237,21220
53238,23080
53240,22110
53242,22050
53243,23580
53245,21640
53246,21980
53247,22640
53248,22730
53249,20670
53250,20880
53251,22150
53253,21230
53255,21940
53256,20100
53257,21420
53258,20740
53259,21350
53260,21750
53261,22480
53262,22000
53263,21000
53264,20040
53265,20580
53266,19920
53267,21430
53269,21260
53270,20610
53271,20980
53272,20240
53273,23910
53276,20610
54001,23300
54002,23070
54003,20880
54004,24270
54005,25660
54006,28060
54007,24390
54008,24950
54009,24650
54010,22450
54011,24720
54012,24420
54013,s
54014,22500
54015,21420
54016,25200
54017,s
54018,25530
54019,s
54020,25040
54021,24180
54022,24390
54023,21970
54024,23720
54025,26470
54026,23890
54027,25000
54028,20080
54029,25570
54030,s
54031,25320
54032,26950
54033,22300
54034,27900
54035,19570
54036,27070
54037,28610
54038,22710
54039,20710
54040,19620
54041,24630
54042,23740
54043,24640
54044,20730
54045,23800
54046,23170
54047,23070
54048,26810
54049,23700
54050,s
54051,25460
54052,25320
54053,22550
54054,23850
54055,23790
54056,29310
54057,s
54058,s
54059,25890
54060,24940
54061,23750
54062,25560
54063,22490
54064,20870
54065,21900
54066,28520
54067,24950
54068,s
54069,34360
54070,26850
54071,24050
54072,24940
54073,24400
54074,s
54075,22930
54076,22260
54077,19540
54078,s
54079,20260
54080,21800
54081,24290
54082,22280
54083,25350
54084,22720
54085,s
54086,22620
54087,20550
54088,25490
54089,27150
54090,25760
54091,26010
54092,s
54093,25090
54094,26110
54095,s
54096,33260
54097,19140
54098,24180
54099,23590
54100,25350
54101,20550
54102,25900
54103,22660
54104,25800
54105,23350
54106,s
54107,s
54108,27220
54109,25850
54110,27110
54111,24040
54112,22290
54113,26350
54114,25500
54115,22280
54116,24230
54117,25680
54118,22230
54119,s
54120,23840
54121,24440
54122,26200
54123,25140
54124,s
54125,22880
54126,25290
54127,30780
54128,22850
54129,19750
54130,20790
54131,26470
54132,s
54133,22640
54134,22480
54135,22830
54136,22130
54137,25740
54138,30790
54139,26650
54140,s
54141,27470
54142,24860
54143,23650
54144,25570
54145,24690
54146,24150
54147,22230
54148,23360
54149,25710
54150,23050
54151,29290
54152,23270
54153,s
54154,22950
54155,24660
54156,22840
54157,22280
54158,26800
54159,22810
54160,23140
54161,21190
54162,24220
54163,20590
54164,s
54165,39430
54166,s
54167,24910
54168,29640
54169,s
54170,s
54171,24500
54172,26290
54173,24780
54174,23510
54175,23850
54176,22920
54177,23360
54178,24330
54179,27190
54180,s
54181,24920
54182,23690
54183,s
54184,22890
54185,s
54186,28400
54187,20880
54188,26490
54189,22780
54190,22330
54191,23310
54192,26280
54193,s
54194,29020
54195,24230
54196,26060
54197,28000
54198,22380
54199,24690
54200,23740
54201,21110
54202,28370
54203,25020
54204,s
54205,20900
54206,22710
54207,s
54208,24130
54209,s
54210,23890
54211,21440
54212,28280
54213,23640
54214,26310
54215,21730
54216,25160
54217,21960
54218,s
54219,s
54220,s
54221,26600
54222,22010
54223,23140
54224,25850
54225,25990
54226,19570
54227,21590
54228,s
54229,23000
54230,s
54231,23870
54232,27420
54233,s
54234,26540
54235,23910
54236,22680
54237,22710
54238,23950
54239,21150
54240,s
54241,s
54242,23500
54243,21380
54244,25450
54245,s
54246,s
54247,25430
54248,s
54249,23220
54250,25680
54251,20660
54252,23160
54253,23750
54254,23500
54255,s
54256,23980
54257,27340
54258,20900
54259,23130
54260,24470
54261,20050
54262,24080
54263,19490
54264,25060
54265,28880
54266,23320
54268,23610
54269,26230
54270,28050
54271,23770
54272,26270
54273,21170
54274,19320
54275,23310
54276,22570
54277,21600
54278,24120
54279,24520
54280,18000
54281,25450
54282,23940
54283,26570
54284,19860
54285,s
54286,23940
54287,24820
54288,24590
54289,27840
54290,24040
54291,23930
54292,23680
54293,s
54294,26550
54295,22010
54296,26500
54297,21580
54298,21140
54299,23290
54300,23200
54301,28850
54302,26620
54303,22920
54304,23780
54305,29770
54306,22650
54307,22800
54308,21460
54309,24900
54310,s
54311,25790
54312,26780
54313,26360
54314,27640
54315,24700
54316,26420
54317,22660
54318,24000
54320,25110
54321,21740
54322,20750
54323,18650
54324,s
54325,s
54326,22880
54327,24600
54328,27240
54329,19480
54330,31810
54331,21930
54332,25420
54333,23920
54334,24240
54335,25730
54336,26390
54337,30270
54338,25710
54339,23270
54340,24820
54343,21640
54344,24260
54345,26860
54346,24950
54348,24830
54349,21380
54350,23140
54351,23710
54352,26720
54353,24010
54354,s
54355,s
54356,s
54357,17530
54358,23890
54359,22700
54360,25690
54362,23530
54363,22990
54364,28820
54365,21670
54366,25160
54367,27030
54368,20820
54369,26890
54370,22720
54371,24430
54372,24750
54373,23290
54374,25000
54375,25280
54376,26920
54377,23760
54378,28090
54379,s
54380,25740
54381,s
54382,18000
54383,25050
54385,27600
54386,s
54387,24070
54388,s
54389,s
54390,s
54391,20850
54392,25090
54393,20290
54394,26170
54395,22360
54396,19210
54397,22650
54398,s
54399,21350
54400,24970
54401,20750
54402,24920
54403,26840
54404,20730
54405,23680
54406,19650
54407,s
54408,24950
54409,28290
54410,23470
54411,27020
54412,s
54413,23160
54414,24420
54415,23350
54416,22560
54417,25230
54418,21750
54419,s
54420,s
54421,20970
54422,s
54423,20560
54424,s
54425,19130
54426,24540
54427,s
54428,21380
54429,25840
54430,21140
54431,21410
54432,22410
54433,29050
54434,24610
54435,25630
54436,26710
54437,25230
54438,s
54439,24590
54440,25810
54441,25570
54442,s
54443,s
54444,25960
54445,22890
54446,s
54447,s
54449,24660
54450,20480
54451,24070
54452,s
54453,24070
54455,21890
54456,25640
54457,s
54458,s
54459,27570
54460,24630
54461,s
54462,24240
54463,24640
54464,s
54465,23380
54466,24020
54467,20650
54468,24540
54469,26050
54470,s
54471,s
54472,21020
54473,24440
54474,26190
54475,24680
54476,22010
54477,25190
54478,25050
54479,s
54480,s
54481,23650
54482,22560
54483,22780
54484,23760
54485,25060
54486,25470
54487,s
54488,s
54489,26590
54490,25740
54491,24380
54492,20470
54493,23820
54494,23220
54495,25490
54496,20450
54497,s
54498,24570
54499,25510
54500,22640
54501,s
54502,22080
54504,25840
54505,26070
54507,26760
54508,27310
54509,24620
54510,24100
54511,24810
54512,19330
54513,22600
54514,25910
54515,26450
54516,s
54517,24720
54518,21220
54519,21640
54520,23640
54521,24810
54522,21610
54523,26330
54524,s
54525,33830
54526,21630
54527,26920
54528,19940
54529,s
54530,s
54531,s
54532,22370
54533,23130
54534,22370
54535,26960
54536,21650
54537,31880
54538,21590
54539,21960
54540,18100
54541,24480
54542,23270
54543,22340
54544,25260
54545,22410
54546,24190
54547,18680
54548,21660
54549,22690
54550,23840
54551,s
54552,s
54553,25830
54554,s
54555,s
54556,27620
54557,30240
54558,24540
54559,27640
54560,s
54561,s
54562,21860
54563,22830
54564,24380
54565,26470
54566,s
54567,22080
54568,23070
54569,23600
54570,26310
54571,29130
54572,27630
54573,23740
54574,33370
54575,31890
54576,27730
54577,23080
54578,26760
54579,23630
54580,22230
54581,24660
54582,24600
54583,28380
54584,26920
54585,24700
54586,24120
54587,26330
54588,24690
54589,25980
54590,26900
54591,25800
54592,25180
54593,24110
54594,22280
54595,24630
54596,24940
54597,23430
54598,23090
54599,21360
54600,22440
54601,s
54602,22660
55001,23230
55002,s
55004,s
55005,s
55007,25080
55008,24750
55009,21840
55010,22850
55011,23580
55012,22080
55013,25640
55014,23070
55015,24010
55017,22350
55018,s
55021,s
55022,25880
55023,23190
55024,19770
55025,21250
55026,19040
55027,21410
55028,22360
55029,21150
55031,24510
55032,s
55033,s
55034,s
55035,24460
55036,s
55037,19610
55038,s
55039,nd
55040,22870
55041,25240
55042,25670
55043,22230
55044,s
55045,24380
55046,23090
55047,20390
55048,s
55049,22370
55050,nd
55051,20690
55053,21700
55054,s
55055,s
55057,s
55058,22930
55059,21640
55060,24350
55061,22320
55062,s
55063,18710
55064,20630
55065,24060
55066,21890
55067,s
55068,21780
55069,24030
55070,25390
55071,20260
55072,24840
55073,26310
55075,20240
55076,16450
55077,24640
55078,20910
55079,25310
55080,s
55081,s
55082,s
55083,20460
55084,s
55085,22860
55087,s
55088,23880
55089,s
55093,22660
55094,22080
55095,19500
55096,20250
55097,22490
55099,23110
55100,24740
55101,25830
55102,25320
55103,s
55104,s
55105,23430
55106,24440
55107,s
55108,26710
55109,21230
55110,22630
55111,23780
55113,23400
55114,22100
55115,s
55116,s
55117,21480
55118,s
55119,21380
55120,24810
55121,24050
55122,19120
55123,22420
55124,22280
55125,22110
55127,s
55128,s
55129,s
55132,21700
55133,s
55134,25070
55137,s
55138,23870
55139,nd
55140,s
55141,s
55142,21260
55143,26890
55144,21810
55145,20510
55146,20880
55148,20290
55149,21520
55150,22320
55153,22280
55154,21830
55155,23750
55156,19000
55157,s
55158,21200
55159,21840
55160,s
55162,s
55163,s
55165,21420
55166,23250
55167,18820
55168,s
55169,24730
55170,23650
55171,24850
55172,s
55173,s
55174,s
55175,25130
55177,s
55178,23970
55179,24380
55180,23710
55181,19930
55182,20990
55183,s
55184,21610
55185,s
55186,25050
55188,s
55189,nd
55191,25080
55192,s
55193,21200
55194,s
55195,24930
55196,23380
55197,24990
55198,22760
55199,s
55200,21820
55201,s
55202,22120
55204,20670
55206,19870
55207,s
55208,s
55210,s
55211,s
55212,s
55214,24670
55215,20040
55216,s
55217,21420
55218,s
55219,s
55220,s
55221,22430
55222,s
55224,24010
55225,22190
55226,23090
55228,20610
55229,22040
55232,21980
55236,23250
55237,20140
55239,nd
55241,s
55242,23360
55243,22690
55244,22420
55245,22760
55246,21570
55247,s
55248,22030
55250,21600
55251,s
55252,24980
55253,20560
55254,21090
55255,21260
